Date,Name,Amt,Mode,Categorization,Status,Time of the Day,Day of the Week,Type of Expense
08-02-2021,Doctor Fee,667.73,Credit Card,Healthcare,Necessary,Afternoon,Monday,Variable
08-02-2021,Watches,4944.84,Wallet,Luxury,Avoidable,Afternoon,Monday,Variable
08-02-2021,Netflix,587.08,UPI,Entertainment,Avoidable,Evening,Monday,Fixed
08-02-2021,Milk,47.78,Credit Card,Groceries,Necessary,Evening,Monday,Variable
08-02-2021,Betting,4126.88,Wallet,Gambling,Avoidable,Evening,Monday,Variable
08-02-2021,Therapy,1424,Cash,Healthcare,Necessary,Evening,Monday,Variable
08-02-2021,Jewelry,11621.61,Cash,Luxury,Avoidable,Evening,Monday,Variable
08-02-2021,Gaming,325,UPI,Entertainment,Unnecessary,Night,Monday,Variable
08-02-2021,Betting,2978.29,Debit Card,Gambling,Avoidable,Night,Monday,Variable
08-02-2021,Jewelry,9819.05,Credit Card,Luxury,Avoidable,Night,Monday,Variable
08-02-2021,Watches,1686.22,Debit Card,Luxury,Avoidable,Night,Monday,Variable
09-02-2021,Grocery,192.4,Cash,Food,Unnecessary,Morning,Saturday,Variable
09-02-2021,Fast Food,736.04,Credit Card,Dining Out,Avoidable,Afternoon,Saturday,Variable
09-02-2021,Whiskey,457,Cash,Alcohol,Avoidable,Afternoon,Saturday,Variable
09-02-2021,Fruits,94.55,Wallet,Food,Unnecessary,Evening,Saturday,Variable
09-02-2021,Milk,42.69,Credit Card,Groceries,Necessary,Evening,Saturday,Variable
09-02-2021,Vegetables,90.42,Wallet,Food,Unnecessary,Night,Saturday,Variable
09-02-2021,Cocktail,494,Cash,Alcohol,Avoidable,Night,Saturday,Variable
09-02-2021,Beer,478,UPI,Alcohol,Avoidable,Night,Saturday,Variable
09-02-2021,Wine,471,UPI,Alcohol,Avoidable,Night,Saturday,Variable
09-02-2021,Shoes,6032,Cash,Shopping,Unnecessary,Night,Saturday,Variable
10-02-2021,Exam Fee,396,UPI,Education,Necessary,Morning,Wednesday,Variable
10-02-2021,Eggs,57.3,UPI,Food,Avoidable,Morning,Wednesday,Variable
10-02-2021,Milk,54.56,UPI,Groceries,Necessary,Morning,Wednesday,Variable
10-02-2021,Rice,116.31,Debit Card,Groceries,Necessary,Morning,Wednesday,Variable
10-02-2021,Movie,537.15,Cash,Entertainment,Unnecessary,Afternoon,Wednesday,Variable
10-02-2021,Fast Food,761.73,Net Banking,Dining Out,Avoidable,Evening,Wednesday,Variable
11-02-2021,Fruits,91.06,UPI,Food,Avoidable,Morning,Thursday,Variable
11-02-2021,Grocery,194.76,Debit Card,Food,Unnecessary,Morning,Thursday,Variable
11-02-2021,Cafe,1155.99,Wallet,Dining Out,Unnecessary,Afternoon,Thursday,Variable
11-02-2021,Books,845.53,Net Banking,Education,Necessary,Afternoon,Thursday,Variable
11-02-2021,Gaming,473.46,Debit Card,Entertainment,Unnecessary,Afternoon,Thursday,Variable
11-02-2021,Burger,160.56,Wallet,Food & Dining,Unnecessary,Afternoon,Thursday,Variable
11-02-2021,Milk,41.7,Wallet,Groceries,Unnecessary,Afternoon,Thursday,Variable
11-02-2021,Vegetables,85.85,UPI,Food,Unnecessary,Afternoon,Thursday,Variable
11-02-2021,Coffee,200.81,Cash,Food & Dining,Unnecessary,Evening,Thursday,Variable
11-02-2021,Rice,92.56,Wallet,Groceries,Necessary,Evening,Thursday,Variable
12-02-2021,Eggs,56.59,Credit Card,Food,Unnecessary,Morning,Friday,Variable
12-02-2021,Books,636.95,UPI,Education,Unnecessary,Afternoon,Friday,Variable
12-02-2021,Milk,46.05,Wallet,Groceries,Necessary,Evening,Friday,Variable
13-02-2021,Fruits,98.99,Credit Card,Food,Unnecessary,Morning,Saturday,Variable
13-02-2021,Grocery,193.95,Credit Card,Food,Unnecessary,Morning,Saturday,Variable
13-02-2021,Casino,1083.74,Wallet,Gambling,Avoidable,Morning,Saturday,Variable
13-02-2021,Burger,93.03,Wallet,Food & Dining,Avoidable,Afternoon,Saturday,Variable
13-02-2021,Milk,51.07,Debit Card,Groceries,Unnecessary,Afternoon,Saturday,Variable
13-02-2021,Vegetables,57.25,Wallet,Food,Unnecessary,Night,Saturday,Variable
14-02-2021,Burger,101.58,Wallet,Food & Dining,Unnecessary,Morning,Sunday,Variable
14-02-2021,Fine Dining,6162.38,Wallet,Dining Out,Avoidable,Afternoon,Sunday,Variable
14-02-2021,Movie,695.31,Debit Card,Entertainment,Avoidable,Afternoon,Sunday,Variable
14-02-2021,Milk,50.57,UPI,Groceries,Necessary,Afternoon,Sunday,Variable
14-02-2021,Cigarettes,274.4,Wallet,Tobacco,Avoidable,Evening,Sunday,Variable
15-02-2021,Grocery,178.38,UPI,Food,Unnecessary,Morning,Monday,Variable
15-02-2021,Eggs,50.92,Net Banking,Food,Avoidable,Morning,Monday,Variable
15-02-2021,Milk,46.34,Net Banking,Groceries,Unnecessary,Morning,Monday,Variable
15-02-2021,Train Ticket,1649.71,Wallet,Transport,Avoidable,Morning,Monday,Variable
15-02-2021,Accessories,1665,Net Banking,Shopping,Avoidable,Afternoon,Monday,Variable
15-02-2021,Coffee,140.01,UPI,Food & Dining,Avoidable,Evening,Monday,Variable
15-02-2021,Online Course,1905.67,Credit Card,Education,Necessary,Night,Monday,Variable
15-02-2021,Concert,3260.79,UPI,Entertainment,Avoidable,Night,Monday,Variable
15-02-2021,Fruits,81.52,Net Banking,Food,Avoidable,Night,Monday,Variable
15-02-2021,Vegetables,145.24,Credit Card,Food,Avoidable,Night,Monday,Variable
16-02-2021,Milk,45.2,UPI,Groceries,Necessary,Evening,Monday,Variable
16-02-2021,Lottery,2289.6,Net Banking,Gambling,Avoidable,Night,Monday,Variable
17-02-2021,Fast Food,819.51,Debit Card,Dining Out,Unnecessary,Morning,Wednesday,Variable
17-02-2021,Online Course,1364.13,Cash,Education,Necessary,Morning,Wednesday,Variable
17-02-2021,Fruits,98.79,Credit Card,Food,Avoidable,Morning,Wednesday,Variable
17-02-2021,Milk,45.96,Net Banking,Groceries,Necessary,Morning,Wednesday,Variable
17-02-2021,Wine,482,Cash,Alcohol,Avoidable,Morning,Wednesday,Variable
17-02-2021,Movie,603.68,UPI,Entertainment,Avoidable,Afternoon,Wednesday,Variable
17-02-2021,Vegetables,93.02,Net Banking,Food,Avoidable,Afternoon,Wednesday,Variable
17-02-2021,Grocery,144.95,Debit Card,Food,Unnecessary,Evening,Wednesday,Variable
17-02-2021,Cocktail,489,Cash,Alcohol,Avoidable,Evening,Wednesday,Variable
17-02-2021,Whiskey,406,Net Banking,Alcohol,Avoidable,Night,Wednesday,Variable
17-02-2021,Beer,447,Cash,Alcohol,Avoidable,Night,Wednesday,Variable
18-02-2021,Milk,43.96,Debit Card,Groceries,Necessary,Morning,Thursday,Variable
18-02-2021,Rice,147.95,Credit Card,Groceries,Necessary,Evening,Thursday,Variable
18-02-2021,Online Course,1157.68,Cash,Education,Necessary,Night,Thursday,Variable
18-02-2021,Coffee,112.19,Cash,Food & Dining,Unnecessary,Night,Thursday,Variable
19-02-2021,Grocery,165.6,Cash,Food,Unnecessary,Morning,Friday,Variable
19-02-2021,Medicines,276,UPI,Healthcare,Necessary,Morning,Friday,Variable
19-02-2021,Taxi,1481,Cash,Transport,Avoidable,Afternoon,Friday,Variable
19-02-2021,Milk,43.08,Cash,Groceries,Necessary,Evening,Friday,Variable
19-02-2021,Vegetables,145.36,UPI,Food,Unnecessary,Evening,Friday,Variable
19-02-2021,Clothes,7867,Net Banking,Shopping,Unnecessary,Evening,Friday,Variable
19-02-2021,Fast Food,802.72,Net Banking,Dining Out,Unnecessary,Night,Friday,Variable
19-02-2021,Books,270.95,Cash,Entertainment,Avoidable,Night,Friday,Variable
19-02-2021,Fruits,99.2,Cash,Food,Unnecessary,Night,Friday,Variable
20-02-2021,Books,805.81,Cash,Education,Necessary,Evening,Saturday,Variable
20-02-2021,Milk,47.25,Wallet,Groceries,Necessary,Evening,Saturday,Variable
20-02-2021,Fancy Restaurant,2780.85,Debit Card,Dining Out,Unnecessary,Night,Saturday,Variable
20-02-2021,Betting,4126.88,Wallet,Gambling,Avoidable,Night,Saturday,Variable
21-02-2021,Gaming,307.14,Debit Card,Entertainment,Unnecessary,Morning,Sunday,Variable
21-02-2021,Eggs,66.44,Wallet,Food,Unnecessary,Morning,Sunday,Variable
21-02-2021,Vegetables,66.74,Cash,Food,Unnecessary,Morning,Sunday,Variable
21-02-2021,Books,318.33,Wallet,Entertainment,Unnecessary,Afternoon,Sunday,Variable
21-02-2021,Pizza,276.86,Debit Card,Food,Avoidable,Afternoon,Sunday,Variable
21-02-2021,Fruits,96.31,Wallet,Food,Unnecessary,Evening,Sunday,Variable
21-02-2021,Grocery,193.17,Net Banking,Food,Avoidable,Evening,Sunday,Variable
21-02-2021,Jewelry,2040.68,Credit Card,Luxury,Avoidable,Evening,Sunday,Variable
21-02-2021,Milk,44.03,Debit Card,Groceries,Unnecessary,Night,Sunday,Variable
22-02-2021,Books,903.97,Debit Card,Education,Necessary,Morning,Monday,Variable
22-02-2021,Movie,583.89,Debit Card,Entertainment,Avoidable,Morning,Monday,Variable
22-02-2021,Pizza,409.35,Credit Card,Food,Avoidable,Morning,Monday,Variable
22-02-2021,Books,662.44,Debit Card,Education,Unnecessary,Afternoon,Monday,Variable
22-02-2021,Coffee,169.49,Wallet,Food & Dining,Avoidable,Afternoon,Monday,Variable
22-02-2021,Perfumes,4919.98,Net Banking,Luxury,Avoidable,Afternoon,Monday,Variable
22-02-2021,Gaming,290.97,Credit Card,Entertainment,Avoidable,Evening,Monday,Variable
22-02-2021,Lottery,1513.76,Debit Card,Gambling,Avoidable,Evening,Monday,Variable
22-02-2021,Watches,14704.69,UPI,Luxury,Avoidable,Evening,Monday,Variable
22-02-2021,Milk,44.31,Wallet,Groceries,Necessary,Night,Monday,Variable
22-02-2021,Perfumes,8976.08,Wallet,Luxury,Avoidable,Night,Monday,Variable
23-02-2021,Cafe,1977.35,Cash,Dining Out,Unnecessary,Morning,Tuesday,Variable
23-02-2021,Grocery,199.17,Credit Card,Food,Avoidable,Morning,Tuesday,Variable
23-02-2021,Fruits,88.16,Debit Card,Food,Avoidable,Afternoon,Tuesday,Variable
23-02-2021,Milk,49.85,Credit Card,Groceries,Necessary,Afternoon,Tuesday,Variable
23-02-2021,Fancy Restaurant,2249.01,Credit Card,Dining Out,Unnecessary,Evening,Tuesday,Variable
23-02-2021,Fast Food,508.22,Wallet,Dining Out,Avoidable,Evening,Tuesday,Variable
23-02-2021,Vegetables,83.5,Credit Card,Food,Avoidable,Night,Tuesday,Variable
24-02-2021,Online Course,1185.63,Credit Card,Education,Necessary,Morning,Wednesday,Variable
24-02-2021,Concert,3759.16,Credit Card,Entertainment,Avoidable,Morning,Wednesday,Variable
24-02-2021,Handbags,4445.54,Cash,Luxury,Avoidable,Morning,Wednesday,Variable
24-02-2021,Restaurant,726.3,Debit Card,Food,Avoidable,Afternoon,Wednesday,Variable
24-02-2021,Shoes,598,Credit Card,Shopping,Unnecessary,Afternoon,Wednesday,Variable
24-02-2021,Medicines,1141,Net Banking,Healthcare,Unnecessary,Afternoon,Wednesday,Variable
24-02-2021,Fast Food,836.23,Debit Card,Dining Out,Unnecessary,Evening,Wednesday,Variable
24-02-2021,Online Course,1116.63,Wallet,Education,Necessary,Evening,Wednesday,Variable
24-02-2021,Milk,54.53,Cash,Groceries,Necessary,Evening,Wednesday,Variable
24-02-2021,Shoes,3199,Debit Card,Shopping,Avoidable,Evening,Wednesday,Variable
24-02-2021,Shoes,2717,Cash,Shopping,Unnecessary,Night,Wednesday,Variable
25-02-2021,Restaurant,549.4,Credit Card,Food,Avoidable,Morning,Thursday,Variable
25-02-2021,Whiskey,462,Credit Card,Alcohol,Avoidable,Morning,Thursday,Variable
25-02-2021,Beer,469,Debit Card,Alcohol,Avoidable,Morning,Thursday,Variable
25-02-2021,Fruits,80.27,Credit Card,Food,Unnecessary,Afternoon,Thursday,Variable
25-02-2021,Grocery,155.71,Debit Card,Food,Unnecessary,Afternoon,Thursday,Variable
25-02-2021,Vegetables,120.63,Debit Card,Food,Unnecessary,Afternoon,Thursday,Variable
25-02-2021,Concert,3021.48,Wallet,Entertainment,Avoidable,Evening,Thursday,Variable
25-02-2021,Accessories,6215,Net Banking,Shopping,Unnecessary,Evening,Thursday,Variable
25-02-2021,Wine,405,Cash,Alcohol,Avoidable,Evening,Thursday,Variable
25-02-2021,Fine Dining,5911.08,UPI,Dining Out,Unnecessary,Night,Thursday,Variable
25-02-2021,Books,228.51,Net Banking,Entertainment,Unnecessary,Night,Thursday,Variable
25-02-2021,Milk,49.05,Cash,Groceries,Unnecessary,Night,Thursday,Variable
25-02-2021,Casino,4166.32,Cash,Gambling,Avoidable,Night,Thursday,Variable
25-02-2021,Cocktail,486,Cash,Alcohol,Avoidable,Night,Thursday,Variable
25-02-2021,Accessories,617,Net Banking,Shopping,Unnecessary,Night,Thursday,Variable
26-02-2021,Shoes,1132,Wallet,Shopping,Unnecessary,Morning,Friday,Variable
26-02-2021,Fine Dining,6724.95,Net Banking,Dining Out,Unnecessary,Afternoon,Friday,Variable
26-02-2021,Milk,41.15,Debit Card,Groceries,Necessary,Afternoon,Friday,Variable
26-02-2021,Fast Food,600.75,UPI,Dining Out,Avoidable,Night,Friday,Variable
26-02-2021,Concert,3596.41,UPI,Entertainment,Avoidable,Night,Friday,Variable
26-02-2021,Casino,4341.97,Credit Card,Gambling,Avoidable,Night,Friday,Variable
26-02-2021,Therapy,874,Wallet,Healthcare,Necessary,Night,Friday,Variable
27-02-2021,Books,211.55,Credit Card,Entertainment,Avoidable,Morning,Saturday,Variable
27-02-2021,Eggs,60.09,Cash,Food,Unnecessary,Afternoon,Saturday,Variable
27-02-2021,Milk,41.13,Cash,Groceries,Unnecessary,Afternoon,Saturday,Variable
27-02-2021,Rice,87.93,Credit Card,Groceries,Unnecessary,Afternoon,Saturday,Variable
27-02-2021,Betting,4126.88,Wallet,Gambling,Avoidable,Afternoon,Saturday,Variable
27-02-2021,Betting,982.12,Debit Card,Gambling,Avoidable,Afternoon,Saturday,Variable
27-02-2021,Fruits,80.27,Wallet,Food,Avoidable,Evening,Saturday,Variable
27-02-2021,Vegetables,115.99,Net Banking,Food,Unnecessary,Evening,Saturday,Variable
27-02-2021,Books,317.34,UPI,Entertainment,Unnecessary,Night,Saturday,Variable
27-02-2021,Grocery,155.79,UPI,Food,Unnecessary,Night,Saturday,Variable
28-02-2021,Books,974.34,UPI,Education,Unnecessary,Morning,Sunday,Variable
28-02-2021,Casino,3612.78,Credit Card,Gambling,Avoidable,Morning,Sunday,Variable
28-02-2021,Milk,54.27,Net Banking,Groceries,Necessary,Afternoon,Sunday,Variable
28-02-2021,Online Course,1997.88,UPI,Education,Necessary,Evening,Sunday,Variable
28-02-2021,Gaming,305.78,Wallet,Entertainment,Avoidable,Evening,Sunday,Variable
28-02-2021,Books,666.62,UPI,Education,Unnecessary,Night,Sunday,Variable
01-03-2021,Gym Membership,3000,UPI,Healthcare,Unnecessary,Morning,Monday,Fixed
01-03-2021,Mobile Recharge,378.29,Auto Debit,Utilities,Necessary,Morning,Monday,Fixed
01-03-2021,Water Bill,437.64,Auto Debit,Utilities,Necessary,Morning,Monday,Fixed
01-03-2021,Concert,2682.35,Debit Card,Entertainment,Unnecessary,Morning,Monday,Variable
01-03-2021,Cocktail,467,UPI,Alcohol,Avoidable,Morning,Monday,Variable
01-03-2021,Wine,432,Cash,Alcohol,Avoidable,Morning,Monday,Variable
01-03-2021,Internet,636.27,Auto Debit,Utilities,Necessary,Afternoon,Monday,Fixed
01-03-2021,Books,599.63,Debit Card,Education,Necessary,Afternoon,Monday,Variable
01-03-2021,Beer,410,Debit Card,Alcohol,Avoidable,Afternoon,Monday,Variable
01-03-2021,Electricity Bill,3657.7,Auto Debit,Utilities,Necessary,Evening,Monday,Fixed
01-03-2021,Fancy Restaurant,1518.6,UPI,Dining Out,Unnecessary,Evening,Monday,Variable
01-03-2021,Grocery,173.88,UPI,Food,Avoidable,Evening,Monday,Variable
01-03-2021,Fast Food,840.05,Credit Card,Dining Out,Unnecessary,Night,Monday,Variable
01-03-2021,Burger,131.04,Cash,Food & Dining,Avoidable,Night,Monday,Variable
01-03-2021,Fruits,84.46,Net Banking,Food,Avoidable,Night,Monday,Variable
01-03-2021,Milk,44.46,Cash,Groceries,Necessary,Night,Monday,Variable
01-03-2021,Rice,100.81,Credit Card,Groceries,Unnecessary,Night,Monday,Variable
01-03-2021,Vegetables,55.44,Wallet,Food,Avoidable,Night,Monday,Variable
01-03-2021,Whiskey,487,Net Banking,Alcohol,Avoidable,Night,Monday,Variable
01-03-2021,Betting,4801.02,Debit Card,Gambling,Avoidable,Night,Monday,Variable
02-03-2021,Eggs,51.11,Debit Card,Food,Unnecessary,Morning,Tuesday,Variable
02-03-2021,Online Course,1169.52,Credit Card,Education,Unnecessary,Afternoon,Tuesday,Variable
02-03-2021,Gaming,447.15,Wallet,Entertainment,Unnecessary,Afternoon,Tuesday,Variable
02-03-2021,Milk,41.38,Wallet,Groceries,Unnecessary,Evening,Tuesday,Variable
02-03-2021,Lottery,3860.8,UPI,Gambling,Avoidable,Evening,Tuesday,Variable
02-03-2021,Coffee,115.76,Credit Card,Food & Dining,Unnecessary,Night,Tuesday,Variable
02-03-2021,Cigarettes,274.4,Wallet,Tobacco,Avoidable,Night,Tuesday,Variable
03-03-2021,Cafe,1983.56,Cash,Dining Out,Avoidable,Morning,Wednesday,Variable
03-03-2021,Fast Food,857.28,Credit Card,Dining Out,Unnecessary,Morning,Wednesday,Variable
03-03-2021,Grocery,135.06,Wallet,Food,Unnecessary,Morning,Wednesday,Variable
03-03-2021,Milk,48.99,Wallet,Groceries,Necessary,Morning,Wednesday,Variable
03-03-2021,Clothes,7024,Debit Card,Shopping,Avoidable,Morning,Wednesday,Variable
03-03-2021,Medicines,920,Net Banking,Healthcare,Unnecessary,Morning,Wednesday,Variable
03-03-2021,Fruits,87.94,UPI,Food,Avoidable,Afternoon,Wednesday,Variable
03-03-2021,Vegetables,89.48,Net Banking,Food,Avoidable,Afternoon,Wednesday,Variable
03-03-2021,Betting,2957.02,Wallet,Gambling,Avoidable,Afternoon,Wednesday,Variable
03-03-2021,Doctor Fee,962.87,Cash,Healthcare,Necessary,Evening,Wednesday,Variable
03-03-2021,Accessories,980,Wallet,Shopping,Unnecessary,Night,Wednesday,Variable
03-03-2021,Clothes,5903,Debit Card,Shopping,Unnecessary,Night,Wednesday,Variable
04-03-2021,Fast Food,634.38,Net Banking,Dining Out,Avoidable,Morning,Thursday,Variable
04-03-2021,Movie,594.77,UPI,Entertainment,Avoidable,Morning,Thursday,Variable
04-03-2021,Cafe,1479.06,Cash,Dining Out,Avoidable,Afternoon,Thursday,Variable
04-03-2021,Milk,49.35,Wallet,Groceries,Unnecessary,Afternoon,Thursday,Variable
04-03-2021,Rice,86.44,Debit Card,Groceries,Necessary,Afternoon,Thursday,Variable
04-03-2021,Gaming,427.45,Cash,Entertainment,Unnecessary,Evening,Thursday,Variable
04-03-2021,Uber,1277,UPI,Transport,Avoidable,Evening,Thursday,Variable
04-03-2021,Cafe,1853.63,Debit Card,Dining Out,Avoidable,Night,Thursday,Variable
04-03-2021,Hookah,476.39,Net Banking,Tobacco,Avoidable,Night,Thursday,Variable
05-03-2021,Fruits,89.35,Net Banking,Food,Avoidable,Morning,Friday,Variable
05-03-2021,Eggs,68.61,Net Banking,Food,Unnecessary,Morning,Friday,Variable
05-03-2021,Vape,247.81,Wallet,Tobacco,Avoidable,Morning,Friday,Variable
05-03-2021,Fast Food,536.22,Debit Card,Dining Out,Unnecessary,Afternoon,Friday,Variable
05-03-2021,Grocery,134.41,Wallet,Food,Unnecessary,Afternoon,Friday,Variable
05-03-2021,Vegetables,62.66,Wallet,Food,Avoidable,Afternoon,Friday,Variable
05-03-2021,Doctor Fee,1728.5,Debit Card,Healthcare,Necessary,Evening,Friday,Variable
05-03-2021,Milk,49.73,Wallet,Groceries,Unnecessary,Night,Friday,Variable
06-03-2021,Books,817.71,Credit Card,Education,Necessary,Morning,Saturday,Variable
06-03-2021,Therapy,407,Debit Card,Healthcare,Unnecessary,Afternoon,Saturday,Variable
06-03-2021,Milk,44.01,Net Banking,Groceries,Necessary,Night,Saturday,Variable
07-03-2021,Fruits,88.02,UPI,Food,Unnecessary,Morning,Sunday,Variable
07-03-2021,Milk,40.23,UPI,Groceries,Unnecessary,Morning,Sunday,Variable
07-03-2021,Online Course,1408.64,Credit Card,Education,Unnecessary,Afternoon,Sunday,Variable
07-03-2021,Fancy Restaurant,2725.23,UPI,Dining Out,Unnecessary,Evening,Sunday,Variable
07-03-2021,Coffee,176.59,Credit Card,Food & Dining,Avoidable,Evening,Sunday,Variable
07-03-2021,Grocery,136.26,Cash,Food,Avoidable,Night,Sunday,Variable
07-03-2021,Vegetables,140.52,Net Banking,Food,Unnecessary,Night,Sunday,Variable
08-03-2021,Books,261.1,Net Banking,Entertainment,Avoidable,Morning,Monday,Variable
08-03-2021,Milk,54.48,Credit Card,Groceries,Necessary,Morning,Monday,Variable
08-03-2021,Books,652.99,Net Banking,Education,Necessary,Afternoon,Monday,Variable
08-03-2021,Perfumes,9673.97,Credit Card,Luxury,Avoidable,Evening,Monday,Variable
09-03-2021,Books,941.33,Credit Card,Education,Unnecessary,Morning,Tuesday,Variable
09-03-2021,Fruits,87.67,UPI,Food,Unnecessary,Morning,Tuesday,Variable
09-03-2021,Clothes,5527,Wallet,Shopping,Avoidable,Morning,Tuesday,Variable
09-03-2021,Clothes,7489,Cash,Shopping,Unnecessary,Morning,Tuesday,Variable
09-03-2021,Tuition Fee,17500,UPI,Education,Unnecessary,Afternoon,Tuesday,Fixed
09-03-2021,Vegetables,136.09,Credit Card,Food,Avoidable,Afternoon,Tuesday,Variable
09-03-2021,Cocktail,489,Wallet,Alcohol,Avoidable,Afternoon,Tuesday,Variable
09-03-2021,Whiskey,479,Net Banking,Alcohol,Avoidable,Afternoon,Tuesday,Variable
09-03-2021,Jewelry,2040.68,Credit Card,Luxury,Avoidable,Afternoon,Tuesday,Variable
09-03-2021,Medicines,1571,UPI,Healthcare,Unnecessary,Afternoon,Tuesday,Variable
09-03-2021,Cafe,1606.33,Cash,Dining Out,Unnecessary,Evening,Tuesday,Variable
09-03-2021,Concert,3118.88,Debit Card,Entertainment,Avoidable,Evening,Tuesday,Variable
09-03-2021,Grocery,176.55,Debit Card,Food,Unnecessary,Evening,Tuesday,Variable
09-03-2021,Beer,407,UPI,Alcohol,Avoidable,Evening,Tuesday,Variable
09-03-2021,Jewelry,6301.86,Debit Card,Luxury,Avoidable,Evening,Tuesday,Variable
09-03-2021,Milk,43.76,Debit Card,Groceries,Necessary,Night,Tuesday,Variable
09-03-2021,Wine,461,Cash,Alcohol,Avoidable,Night,Tuesday,Variable
09-03-2021,Train Ticket,477.05,Wallet,Transport,Avoidable,Night,Tuesday,Variable
10-03-2021,Online Course,1303.76,Cash,Education,Unnecessary,Morning,Wednesday,Variable
10-03-2021,Train Ticket,257.39,UPI,Transport,Unnecessary,Morning,Wednesday,Variable
10-03-2021,Shoes,2388,UPI,Shopping,Unnecessary,Morning,Wednesday,Variable
